"id";"name";"genitive";"locativus";"level";"parent";"children";"neighbours";"RSPOstateId";"RSPOdistrictId"
"080500";"Powiat słubicki";"powiatu słubickiego";"powiecie słubickim";"p";"080000";;"080200,080700,080100";4;81
"080600";"Powiat strzelecko-drezdenecki";"powiatu strzelecko-drezdeneckiego";"powiecie strzelecko-drezdeneckim";"p";"080000";;"301400,080300,321000,321700,300200,080100,320200";4;82
"080700";"Powiat sulęciński";"powiatu sulęcińskiego";"powiecie sulęcińskim";"p";"080000";;"080200,080300,080500,080800,080100";4;83
"080800";"Powiat świebodziński";"powiatu świebodzińskiego";"powiecie świebodzińskim";"p";"080000";;"080200,080300,301500,080900,080700";4;84
"080900";"Powiat zielonogórski";"powiatu zielonogórskiego";"powiecie zielonogórskim";"p";"080000";;"080200,080400,301500,302900,086200,081000,081100,080800";4;85
"081000";"Powiat żagański";"powiatu żagańskiego";"powiecie żagańskim";"p";"080000";;"021600,080400,022500,080900,081100,020300,020100";4;86
"081100";"Powiat żarski";"powiatu żarskiego";"powiecie żarskim";"p";"080000";;"080200,022500,080900,081000";4;87
"081200";"Powiat wschowski";"powiatu wschowskiego";"powiecie wschowskim";"p";"080000";;"301300,080400,302900,020300,020400";4;88
"086100";"Gorzów Wielkopolski";"Gorzowa Wielkopolskiego";"Gorzowie Wielkopolskim";"p";"080000";;"080100";4;89
"086200";"Zielona Góra";"Zielonej Góry";"Zielonej Górze";"p";"080000";;"080400,080900";4;90
"100000";"Województwo łódzkie";"województwa łódzkiego";"województwie łódzkim";"w";"000000";"100100,100200,100300,100400,100500,100600,100700,100800,100900,101000,101100,101200,101300,101400,101500,101600,101700,101800,101900,102000,102100,106100,106200,106300";"300000,160000,040000,240000,140000,260000";5;
"100100";"Powiat bełchatowski";"powiatu bełchatowskiego";"powiecie bełchatowskim";"p";"100000";;"101000,101200,100300,100800,100900,101700";5;91
"100200";"Powiat kutnowski";"powiatu kutnowskiego";"powiecie kutnowskim";"p";"100000";;"300900,100400,100500,041800,140400";5;92
"100300";"Powiat łaski";"powiatu łaskiego";"powiecie łaskim";"p";"100000";;"101100,100800,101700,101900,101400,100100";5;93
"100400";"Powiat łęczycki";"powiatu łęczyckiego";"powiecie łęczyckim";"p";"100000";;"101100,300900,100200,100500,102000";5;94
"100500";"Powiat łowicki";"powiatu łowickiego";"powiecie łowickim";"p";"100000";;"100200,100400,102000,101500,142800,140400,102100";5;95
"100600";"Powiat łódzki wschodni";"powiatu łódzki wschodniego";"powiecie łódzki wschodnim";"p";"100000";;"101000,106100,100800,102000,101600,102100";5;96
"100700";"Powiat opoczyński";"powiatu opoczyńskiego";"powiecie opoczyńskim";"p";"100000";;"101000,142300,101200,260500,101600";5;97
"100800";"Powiat pabianicki";"powiatu pabianickiego";"powiecie pabianickim";"p";"100000";;"101000,101100,100300,100600,106100,102000,100100";5;98
"100900";"Powiat pajęczański";"powiatu pajęczańskiego";"powiecie pajęczańskim";"p";"100000";;"101200,240600,101700,240400,100100";5;99
"101000";"Powiat piotrkowski";"powiatu piotrkowskiego";"powiecie piotrkowskim";"p";"100000";;"106200,101200,100600,100700,100800,101600,100100";5;100
"101100";"Powiat poddębicki";"powiatu poddębickiego";"powiecie poddębickim";"p";"100000";;"300900,100300,100400,100800,302700,101900,102000,101400";5;101
"101200";"Powiat radomszczański";"powiatu radomszczańskiego";"powiecie radomszczańskim";"p";"100000";;"101000,260500,100700,100900,261300,240400,100100";5;102
"101300";"Powiat rawski";"powiatu rawskiego";"powiecie rawskim";"p";"100000";;"143800,101500,101600,140600";5;103
"101400";"Powiat sieradzki";"powiatu sieradzkiego";"powiecie sieradzkim";"p";"100000";;"101100,100300,301800,302700,101700,101800,101900,300700";5;104
"101500";"Powiat skierniewicki";"powiatu skierniewickiego";"powiecie skierniewickim";"p";"100000";;"101300,100500,143800,106300,142800,101600,102100";5;105
"101600";"Powiat tomaszowski";"powiatu tomaszowskiego";"powiecie tomaszowskim";"p";"100000";;"101000,142300,101300,100600,100700,101500,140600,102100";5;106
"101700";"Powiat wieluński";"powiatu wieluńskiego";"powiecie wieluńskim";"p";"100000";;"240600,100300,160800,100900,101800,101400,100100";5;107
"101800";"Powiat wieruszowski";"powiatu wieruszowskiego";"powiecie wieruszowskim";"p";"100000";;"300800,160400,160800,301800,101700,101400";5;108
"101900";"Powiat zduńskowolski";"powiatu zduńskowolskiego";"powiecie zduńskowolskim";"p";"100000";;"101100,100300,101400";5;109
"102000";"Powiat zgierski";"powiatu zgierskiego";"powiecie zgierskim";"p";"100000";;"101100,100400,100500,100600,106100,100800,102100";5;110
"102100";"Powiat brzeziński";"powiatu brzezińskiego";"powiecie brzezińskim";"p";"100000";;"100500,100600,102000,101500,101600";5;111
"106100";"Łódź";"Łodzi";"Łodzi";"p";"100000";;"100600,100800,102000";5;112
"106200";"Piotrków Trybunalski";"Piotrkowa Trybunalskiego";"Piotrkowie Trybunalskim";"p";"100000";;"101000";5;113
"106300";"Skierniewice";"Skierniewic";"Skierniewicach";"p";"100000";;"101500";5;114
"120000";"Województwo małopolskie";"województwa małopolskiego";"województwie małopolskim";"w";"000000";"120100,120200,120300,120400,120500,120600,120700,120800,120900,121000,121100,121200,121300,121400,121500,121600,121700,121800,121900,126100,126200,126300";"240000,260000,180000";6;
"120100";"Powiat bocheński";"powiatu bocheńskiego";"powiecie bocheńskim";"p";"120000";;"121400,120600,120700,120900,121900,120200";6;115
"120200";"Powiat brzeski";"powiatu brzeskiego";"powiecie brzeskim";"p";"120000";;"121400,120700,121000,121600,120100";6;116
"120300";"Powiat chrzanowski";"powiatu chrzanowskiego";"powiecie chrzanowskim";"p";"120000";;"120600,121200,121300,121800,246800";6;117
"120400";"Powiat dąbrowski";"powiatu dąbrowskiego";"powiecie dąbrowskim";"p";"120000";;"260300,181100,261200,121600,180300,260100";6;118
"120500";"Powiat gorlicki";"powiatu gorlickiego";"powiecie gorlickim";"p";"120000";;"121000,121600,180500";6;119
"120600";"Powiat krakowski";"powiatu krakowskiego";"powiecie krakowskim";"p";"120000";;"121400,126100,120800,120900,121200,121800,121900,120100,120300";6;120
"120700";"Powiat limanowski";"powiatu limanowskiego";"powiecie limanowskim";"p";"120000";;"120900,121000,121100,120100,120200";6;121
"120800";"Powiat miechowski";"powiatu miechowskiego";"powiecie miechowskim";"p";"120000";;"260800,121400,260300,120600,121200,241600,260200";6;122
"120900";"Powiat myślenicki";"powiatu myślenickiego";"powiecie myślenickim";"p";"120000";;"120600,120700,121100,121800,121900,121500,120100";6;123
"121000";"Powiat nowosądecki";"powiatu nowosądeckiego";"powiecie nowosądeckim";"p";"120000";;"120700,121100,126200,121600,120500,120200";6;124
"121100";"Powiat nowotarski";"powiatu nowotarskiego";"powiecie nowotarskim";"p";"120000";;"120700,120900,121000,121500,121700";6;125
"121200";"Powiat olkuski";"powiatu olkuskiego";"powiecie olkuskim";"p";"120000";;"120600,120800,241600,246500,246800,240100,120300";6;126
"121300";"Powiat oświęcimski";"powiatu oświęcimskiego";"powiecie oświęcimskim";"p";"120000";;"241000,121800,246800,240200,241400,120300";6;127
"121400";"Powiat proszowicki";"powiatu proszowickiego";"powiecie proszowickim";"p";"120000";;"260300,120600,126100,120800,121600,120100,120200";6;128
"121500";"Powiat suski";"powiatu suskiego";"powiecie suskim";"p";"120000";;"120900,121100,121800,241700";6;129
"121600";"Powiat tarnowski";"powiatu tarnowskiego";"powiecie tarnowskim";"p";"120000";;"121400,260300,121000,126300,120400,180300,120500,180500,120200";6;130
"121700";"Powiat tatrzański";"powiatu tatrzańskiego";"powiecie tatrzańskim";"p";"120000";;"121100";6;131
"121800";"Powiat wadowicki";"powiatu wadowickiego";"powiecie wadowickim";"p";"120000";;"120600,120900,121300,241700,121500,240200,120300";6;132
"121900";"Powiat wielicki";"powiatu wielickiego";"powiecie wielickim";"p";"120000";;"120600,126100,120900,120100";6;133
"126100";"Kraków";"Krakowa";"Krakowie";"p";"120000";;"121400,120600,121900";6;134
"126200";"Nowy Sącz";"Nowego Sącza";"Nowym Sączu";"p";"120000";;"121000";6;135
"126300";"Tarnów";"Tarnowa";"Tarnowie";"p";"120000";;"121600";6;136
"140000";"Województwo mazowieckie";"województwa mazowieckiego";"województwie mazowieckim";"w";"000000";"140100,140200,140300,140400,140500,140600,140700,140800,140900,141000,141100,141200,141300,141400,141500,141600,141700,141800,141900,142000,142100,142200,142300,142400,142500,142600,142700,142800,142900,143000,143200,143300,143400,143500,143600,143700,143800,146100,146200,146300,146400,146500";"040000,100000,280000,260000,200000,060000";7;
"140100";"Powiat białobrzeski";"powiatu białobrzeskiego";"powiecie białobrzeskim";"p";"140000";;"142300,142500,140700,140600";7;137
"140200";"Powiat ciechanowski";"powiatu ciechanowskiego";"powiecie ciechanowskim";"p";"140000";;"142000,142200,142400,141100,141300";7;138
"140300";"Powiat garwoliński";"powiatu garwolińskiego";"powiecie garwolińskim";"p";"140000";;"140700,061100,141200,141700,061600,142600,140600";7;139
"140400";"Powiat gostyniński";"powiatu gostynińskiego";"powiecie gostynińskim";"p";"140000";;"141900,100200,100500,041800,142800";7;140
"140500";"Powiat grodziski";"powiatu grodziskiego";"powiecie grodziskim";"p";"140000";;"142100,141800,143200,143800,142800,140600";7;141
"140600";"Powiat grójecki";"powiatu grójeckiego";"powiecie grójeckim";"p";"140000";;"142300,101300,140700,141700,141800,143800,101600,140300,140500,140100";7;142
"140700";"Powiat kozienicki";"powiatu kozienickiego";"powiecie kozienickim";"p";"140000";;"061400,142500,143600,061600,140300,140600,140100";7;143
"140800";"Powiat legionowski";"powiatu legionowskiego";"powiecie legionowskim";"p";"140000";;"142400,141400,146500,143200,143400,143500";7;144
"140900";"Powiat lipski";"powiatu lipskiego";"powiecie lipskim";"p";"140000";;"142500,260600,061200,260700,143600,261100";7;145
"141000";"Powiat łosicki";"powiatu łosickiego";"powiecie łosickim";"p";"140000";;"142600,201000,060100";7;146
"141100";"Powiat makowski";"powiatu makowskiego";"powiecie makowskim";"p";"140000";;"142200,142400,141500,143500,140200";7;147
"141200";"Powiat miński";"powiatu mińskiego";"powiecie mińskim";"p";"140000";;"141700,146500,143300,143400,142600,140300";7;148
"141300";"Powiat mławski";"powiatu mławskiego";"powiecie mławskim";"p";"140000";;"142000,142200,281100,143700,280300,140200";7;149
"141400";"Powiat nowodworski";"powiatu nowodworskiego";"powiecie nowodworskim";"p";"140000";;"142000,142400,140800,143200,142800";7;150
"141500";"Powiat ostrołęcki";"powiatu ostrołęckiego";"powiecie ostrołęckim";"p";"140000";;"281600,142200,200600,200700,141100,146100,141600,143500,281700";7;151
"141600";"Powiat ostrowski";"powiatu ostrowskiego";"powiecie ostrowskim";"p";"140000";;"200700,141500,143300,201300,143500,201400,142900";7;152
"141700";"Powiat otwocki";"powiatu otwockiego";"powiecie otwockim";"p";"140000";;"141200,141800,146500,140300,140600";7;153
"141800";"Powiat piaseczyński";"powiatu piaseczyńskiego";"powiecie piaseczyńskim";"p";"140000";;"142100,141700,146500,140500,140600";7;154
"141900";"Powiat płocki";"powiatu płockiego";"powiecie płockim";"p";"140000";;"146200,142000,040800,041800,142700,142800,140400";7;155
"142000";"Powiat płoński";"powiatu płońskiego";"powiecie płońskim";"p";"140000";;"141900,142400,141300,141400,143700,142700,142800,140200";7;156
"142100";"Powiat pruszkowski";"powiatu pruszkowskiego";"powiecie pruszkowskim";"p";"140000";;"141800,146500,143200,140500";7;157
"142200";"Powiat przasnyski";"powiatu przasnyskiego";"powiecie przasnyskim";"p";"140000";;"141100,141300,281100,141500,281700,140200";7;158
"142300";"Powiat przysuski";"powiatu przysuskiego";"powiecie przysuskim";"p";"140000";;"142500,260500,100700,143000,101600,140600,140100";7;159
"142400";"Powiat pułtuski";"powiatu pułtuskiego";"powiecie pułtuskim";"p";"140000";;"142000,140800,141100,141400,143500,140200";7;160
"142500";"Powiat radomski";"powiatu radomskiego";"powiecie radomskim";"p";"140000";;"142300,146300,140700,140900,143600,261100,143000,140100";7;161
"142600";"Powiat siedlecki";"powiatu siedleckiego";"powiecie siedleckim";"p";"140000";;"141000,061100,141200,143300,146400,201000,142900,140300,060100";7;162
"142700";"Powiat sierpecki";"powiatu sierpeckiego";"powiecie sierpeckim";"p";"140000";;"141900,142000,040800,143700,041200";7;163
"142800";"Powiat sochaczewski";"powiatu sochaczewskiego";"powiecie sochaczewskim";"p";"140000";;"141900,142000,100500,141400,143200,143800,101500,140400,140500";7;164
"142900";"Powiat sokołowski";"powiatu sokołowskiego";"powiecie sokołowskim";"p";"140000";;"141600,143300,201300,142600,201000";7;165
"143000";"Powiat szydłowiecki";"powiatu szydłowieckiego";"powiecie szydłowieckim";"p";"140000";;"142300,142500,260500,261000,261100";7;166
"143200";"Powiat warszawski zachodni";"powiatu warszawski zachodniego";"powiecie warszawski zachodnim";"p";"140000";;"142100,140800,141400,146500,142800,140500";7;167
"143300";"Powiat węgrowski";"powiatu węgrowskiego";"powiecie węgrowskim";"p";"140000";;"141200,141600,143400,143500,142600,142900";7;168
"143400";"Powiat wołomiński";"powiatu wołomińskiego";"powiecie wołomińskim";"p";"140000";;"140800,141200,146500,143300,143500";7;169
"143500";"Powiat wyszkowski";"powiatu wyszkowskiego";"powiecie wyszkowskim";"p";"140000";;"142400,140800,141100,141500,141600,143300,143400";7;170
"143600";"Powiat zwoleński";"powiatu zwoleńskiego";"powiecie zwoleńskim";"p";"140000";;"061400,142500,140700,140900,061200";7;171
"143700";"Powiat żuromiński";"powiatu żuromińskiego";"powiecie żuromińskim";"p";"140000";;"142000,141300,041200,142700,280300,040200";7;172
"143800";"Powiat żyrardowski";"powiatu żyrardowskiego";"powiecie żyrardowskim";"p";"140000";;"101300,101500,142800,140500,140600";7;173
"146100";"Ostrołęka";"Ostrołęki";"Ostrołęce";"p";"140000";;"141500";7;174
"146200";"Płock";"Płocka";"Płocku";"p";"140000";;"141900";7;175
"146300";"Radom";"Radomia";"Radomiu";"p";"140000";;"142500";7;176
"146400";"Siedlce";"Siedlec";"Siedlcach";"p";"140000";;"142600";7;177
"146500";"Warszawa";"Warszawy";"Warszawie";"p";"140000";;"142100,140800,141200,141700,141800,143200,143400";7;178
"160000";"Województwo opolskie";"województwa opolskiego";"województwie opolskim";"w";"000000";"160100,160200,160300,160400,160500,160600,160700,160800,160900,161000,161100,166100";"020000,300000,240000,100000";8;
"160100";"Powiat brzeski";"powiatu brzeskiego";"powiecie brzeskim";"p";"160000";;"160600,160700,021500,160900,021700";8;179
"160200";"Powiat głubczycki";"powiatu głubczyckiego";"powiecie głubczyckim";"p";"160000";;"161000,241100,160300";8;180
"160300";"Powiat kędzierzyńsko-kozielski";"powiatu kędzierzyńsko-kozielskiego";"powiecie kędzierzyńsko-kozielskim";"p";"160000";;"161000,241100,160500,161100,240500,160200";8;181
"160400";"Powiat kluczborski";"powiatu kluczborskiego";"powiecie kluczborskim";"p";"160000";;"300800,160600,160800,160900,101800";8;182
"160500";"Powiat krapkowicki";"powiatu krapkowickiego";"powiecie krapkowickim";"p";"160000";;"161000,160300,160900,161100";8;183
"160600";"Powiat namysłowski";"powiatu namysłowskiego";"powiecie namysłowskim";"p";"160000";;"300800,160400,021400,021500,160900,160100";8;184
"160700";"Powiat nyski";"powiatu nyskiego";"powiecie nyskim";"p";"160000";;"161000,160900,022400,021700,160100";8;185
"160800";"Powiat oleski";"powiatu oleskiego";"powiecie oleskim";"p";"160000";;"160400,240600,240700,160900,101700,101800,161100";8;186
"160900";"Powiat opolski";"powiatu opolskiego";"powiecie opolskim";"p";"160000";;"161000,160400,160500,160600,160700,160800,166100,161100,160100";8;187
"161000";"Powiat prudnicki";"powiatu prudnickiego";"powiecie prudnickim";"p";"160000";;"160300,160500,160700,160900,160200";8;188
"161100";"Powiat strzelecki";"powiatu strzeleckiego";"powiecie strzeleckim";"p";"160000";;"160300,160500,240700,160800,160900,241300,240500";8;189
"166100";"Opole";"Opola";"Opolu";"p";"160000";;"160900";8;190
"180000";"Województwo podkarpackie";"województwa podkarpackiego";"województwie podkarpackim";"w";"000000";"180100,180200,180300,180400,180500,180600,180700,180800,180900,181000,181100,181200,181300,181400,181500,181600,181700,181800,181900,182000,182100,186100,186200,186300,186400";"120000,260000,060000";9;
"180100";"Powiat bieszczadzki";"powiatu bieszczadzkiego";"powiecie bieszczadzkim";"p";"180000";;"181300,182100,181700";9;191
"180200";"Powiat brzozowski";"powiatu brzozowskiego";"powiecie brzozowskim";"p";"180000";;"181300,180700,181600,181700,181900";9;192
"180300";"Powiat dębicki";"powiatu dębickiego";"powiecie dębickim";"p";"180000";;"181500,181100,181900,121600,120400,180500";9;193
"180400";"Powiat jarosławski";"powiatu jarosławskiego";"powiecie jarosławskim";"p";"180000";;"181300,181400,180900";9;194
"180500";"Powiat jasielski";"powiatu jasielskiego";"powiecie jasielskim";"p";"180000";;"180700,181900,121600,180300,120500";9;195
"180600";"Powiat kolbuszowski";"powiatu kolbuszowskiego";"powiecie kolbuszowskim";"p";"180000";;"181500,181100,181200,181600,181800,182000";9;196
"180700";"Powiat krośnieński";"powiatu krośnieńskiego";"powiecie krośnieńskim";"p";"180000";;"186100,181700,181900,180500,180200";9;197
"180800";"Powiat leżajski";"powiatu leżajskiego";"powiecie leżajskim";"p";"180000";;"181400,181000,181200,181600,060200";9;198
"180900";"Powiat lubaczowski";"powiatu lubaczowskiego";"powiecie lubaczowskim";"p";"180000";;"181400,061800,180400,060200";9;199
"181000";"Powiat łańcucki";"powiatu łańcuckiego";"powiecie łańcuckim";"p";"180000";;"181400,180800,181600";9;200
"181100";"Powiat mielecki";"powiatu mieleckiego";"powiecie mieleckim";"p";"180000";;"181500,180600,261200,182000,120400,180300";9;201
"181200";"Powiat niżański";"powiatu niżańskiego";"powiecie niżańskim";"p";"180000";;"180600,180800,181600,181800,060500,060200";9;202
"181300";"Powiat przemyski";"powiatu przemyskiego";"powiecie przemyskim";"p";"180000";;"186200,181400,181600,181700,180400,180100,180200";9;203
"181400";"Powiat przeworski";"powiatu przeworskiego";"powiecie przeworskim";"p";"180000";;"181300,180800,180900,181000,181600,180400,060200";9;204
"181500";"Powiat ropczycko-sędziszowski";"powiatu ropczycko-sędziszowskiego";"powiecie ropczycko-sędziszowskim";"p";"180000";;"180600,181100,181600,181900,180300";9;205
"181600";"Powiat rzeszowski";"powiatu rzeszowskiego";"powiecie rzeszowskim";"p";"180000";;"181300,181400,181500,180600,180800,181000,181200,186300,181900,180200";9;206
"181700";"Powiat sanocki";"powiatu sanockiego";"powiecie sanockim";"p";"180000";;"181300,180700,182100,180100,180200";9;207
"181800";"Powiat stalowowolski";"powiatu stalowowolskiego";"powiecie stalowowolskim";"p";"180000";;"180600,060700,181200,260900,182000,060500";9;208
"181900";"Powiat strzyżowski";"powiatu strzyżowskiego";"powiecie strzyżowskim";"p";"180000";;"181500,180700,181600,180300,180500,180200";9;209
"182000";"Powiat tarnobrzeski";"powiatu tarnobrzeskiego";"powiecie tarnobrzeskim";"p";"180000";;"180600,181100,260900,181800,261200,186400";9;210
"182100";"Powiat leski";"powiatu leskiego";"powiecie leskim";"p";"180000";;"181700,180100";9;211
"186100";"Krosno";"Krosna";"Krośnie";"p";"180000";;"180700";9;212
"186200";"Przemyśl";"Przemyśla";"Przemyślu";"p";"180000";;"181300";9;213
"186300";"Rzeszów";"Rzeszowa";"Rzeszowie";"p";"180000";;"181600";9;214
"186400";"Tarnobrzeg";"Tarnobrzegu";"Tarnobrzegu";"p";"180000";;"260900,182000";9;215
"200000";"Województwo podlaskie";"województwa podlaskiego";"województwie podlaskim";"w";"000000";"200100,200200,200300,200400,200500,200600,200700,200800,200900,201000,201100,201200,201300,201400,206100,206200,206300";"280000,140000,060000";10;
"200100";"Powiat augustowski";"powiatu augustowskiego";"powiecie augustowskim";"p";"200000";;"200800,200900,201100,201200,280500,200400";10;216
"200200";"Powiat białostocki";"powiatu białostockiego";"powiecie białostockim";"p";"200000";;"200700,200800,201300,201400,201100,200500,206100,200300";10;217
"200300";"Powiat bielski";"powiatu bielskiego";"powiecie bielskim";"p";"200000";;"201300,201000,200500,200200";10;218
"200400";"Powiat grajewski";"powiatu grajewskiego";"powiecie grajewskim";"p";"200000";;"281600,200600,200700,200800,280500,200100";10;219
"200500";"Powiat hajnowski";"powiatu hajnowskiego";"powiecie hajnowskim";"p";"200000";;"201000,200200,200300";10;220
"200600";"Powiat kolneński";"powiatu kolneńskiego";"powiecie kolneńskim";"p";"200000";;"281600,200700,141500,200400";10;221
"200700";"Powiat łomżyński";"powiatu łomżyńskiego";"powiecie łomżyńskim";"p";"200000";;"200600,206200,200800,141500,141600,201400,200400,200200";10;222
"200800";"Powiat moniecki";"powiatu monieckiego";"powiecie monieckim";"p";"200000";;"200700,201100,200400,200100,200200";10;223
"200900";"Powiat sejneński";"powiatu sejneńskiego";"powiecie sejneńskim";"p";"200000";;"201200,200100";10;224
"201000";"Powiat siemiatycki";"powiatu siemiatyckiego";"powiecie siemiatyckim";"p";"200000";;"141000,201300,142600,142900,200500,060100,200300";10;225
"201100";"Powiat sokólski";"powiatu sokólskiego";"powiecie sokólskim";"p";"200000";;"200800,200100,200200";10;226
"201200";"Powiat suwalski";"powiatu suwalskiego";"powiecie suwalskim";"p";"200000";;"281300,200900,206300,280500,281800,200100";10;227
"201300";"Powiat wysokomazowiecki";"powiatu wysokomazowieckiego";"powiecie wysokomazowieckim";"p";"200000";;"141600,201400,201000,142900,200200,200300";10;228
"201400";"Powiat zambrowski";"powiatu zambrowskiego";"powiecie zambrowskim";"p";"200000";;"200700,141600,201300,200200";10;229
"206100";"Białystok";"Białegostoku";"Białymstoku";"p";"200000";;"200200";10;230
"206200";"Łomża";"Łomży";"Łomży";"p";"200000";;"200700";10;231
"206300";"Suwałki";"Suwałk";"Suwałkach";"p";"200000";;"201200";10;232
"220000";"Województwo pomorskie";"województwa pomorskiego";"województwie pomorskim";"w";"000000";"220100,220200,220300,220400,220500,220600,220700,220800,220900,221000,221100,221200,221300,221400,221500,221600,226100,226200,226300,226400";"320000,300000,040000,280000";11;
"220100";"Powiat bytowski";"powiatu bytowskiego";"powiecie bytowskim";"p";"220000";;"320900,220600,220800,221200,321500,220300,220500,220200";11;233
"220200";"Powiat chojnicki";"powiatu chojnickiego";"powiecie chojnickim";"p";"220000";;"220600,041600,041300,221300,220300,220100";11;234
"220300";"Powiat człuchowski";"powiatu człuchowskiego";"powiecie człuchowskim";"p";"220000";;"303100,041300,321500,220100,220200";11;235
"220400";"Powiat gdański";"powiatu gdańskiego";"powiecie gdańskim";"p";"220000";;"220600,220900,221000,221300,221400,226100,220500";11;236
"220500";"Powiat kartuski";"powiatu kartuskiego";"powiecie kartuskim";"p";"220000";;"220600,220800,221500,226100,220400,226200,220100";11;237
"220600";"Powiat kościerski";"powiatu kościerskiego";"powiecie kościerskim";"p";"220000";;"221300,220400,220500,220100,220200";11;238
"220700";"Powiat kwidzyński";"powiatu kwidzyńskiego";"powiecie kwidzyńskim";"p";"220000";;"221600,041400,221400,040600,280700";11;239
"220800";"Powiat lęborski";"powiatu lęborskiego";"powiecie lęborskim";"p";"220000";;"221500,221200,220500,220100";11;240
"220900";"Powiat malborski";"powiatu malborskiego";"powiecie malborskim";"p";"220000";;"221000,221600,221400,280400,220400";11;241
"221000";"Powiat nowodworski";"powiatu nowodworskiego";"powiecie nowodworskim";"p";"220000";;"220900,280400,226100,220400,280200";11;242
"221100";"Powiat pucki";"powiatu puckiego";"powiecie puckim";"p";"220000";;"221500,226200";11;243
"221200";"Powiat słupski";"powiatu słupskiego";"powiecie słupskim";"p";"220000";;"320900,220800,321300,226300,220100";11;244
"221300";"Powiat starogardzki";"powiatu starogardzkiego";"powiecie starogardzkim";"p";"220000";;"220600,041600,041400,221400,220400,220200";11;245
"221400";"Powiat tczewski";"powiatu tczewskiego";"powiecie tczewskim";"p";"220000";;"220700,220900,221300,221600,041400,220400";11;246
"221500";"Powiat wejherowski";"powiatu wejherowskiego";"powiecie wejherowskim";"p";"220000";;"221100,220800,226200,220500";11;247
"221600";"Powiat sztumski";"powiatu sztumskiego";"powiecie sztumskim";"p";"220000";;"220700,220900,281500,221400,280400,280700";11;248
"226100";"Gdańsk";"Gdańska";"Gdańsku";"p";"220000";;"221000,226400,220400,226200,220500";11;249
"226200";"Gdynia";"Gdyni";"Gdyni";"p";"220000";;"221100,221500,226400,226100,220500";11;250
"226300";"Słupsk";"Słupska";"Słupsku";"p";"220000";;"221200";11;251
"226400";"Sopot";"Sopotu";"Sopocie";"p";"220000";;"226100,226200";11;252
"240000";"Województwo śląskie";"województwa śląskiego";"województwie śląskim";"w";"000000";"240100,240200,240300,240400,240500,240600,240700,240800,240900,241000,241100,241200,241300,241400,241500,241600,241700,246100,246200,246300,246400,246500,246600,246700,246800,246900,247000,247100,247200,247300,247400,247500,247600,247700,247800,247900";"160000,100000,120000,260000";12;
"240100";"Powiat będziński";"powiatu będzińskiego";"powiecie będzińskim";"p";"240000";;"247100,240900,121200,241600,247400,247500,241300,246500,246800,246900";12;253
"240200";"Powiat bielski";"powiatu bielskiego";"powiecie bielskim";"p";"240000";;"241000,121300,121800,241700,246100,240300";12;254
"240300";"Powiat cieszyński";"powiatu cieszyńskiego";"powiecie cieszyńskim";"p";"240000";;"241000,241700,246700,240200,246100";12;255
"240400";"Powiat częstochowski";"powiatu częstochowskiego";"powiecie częstochowskim";"p";"240000";;"101200,240600,240700,240900,100900,261300,241600,246400";12;256
"240500";"Powiat gliwicki";"powiatu gliwickiego";"powiecie gliwickim";"p";"240000";;"241100,247200,241200,247300,160300,240800,247800,161100,241300,246600";12;257
"240600";"Powiat kłobucki";"powiatu kłobuckiego";"powiecie kłobuckim";"p";"240000";;"240700,160800,100900,101700,246400,240400";12;258
"240700";"Powiat lubliniecki";"powiatu lublinieckiego";"powiecie lublinieckim";"p";"240000";;"240600,240900,160800,161100,241300,240400";12;259
"240800";"Powiat mikołowski";"powiatu mikołowskiego";"powiecie mikołowskim";"p";"240000";;"241000,247200,241200,247700,247900,240500,246900";12;260
"240900";"Powiat myszkowski";"powiatu myszkowskiego";"powiecie myszkowskim";"p";"240000";;"240700,241600,241300,240400,240100";12;261
"241000";"Powiat pszczyński";"powiatu pszczyńskiego";"powiecie pszczyńskim";"p";"240000";;"240800,121300,247700,247900,246700,240200,241400,240300";12;262
"241100";"Powiat raciborski";"powiatu raciborskiego";"powiecie raciborskim";"p";"240000";;"241200,247300,160300,241500,240500,160200";12;263
"241200";"Powiat rybnicki";"powiatu rybnickiego";"powiecie rybnickim";"p";"240000";;"241100,247300,240800,241500,247900,240500,246700";12;264
"241300";"Powiat tarnogórski";"powiatu tarnogórskiego";"powiecie tarnogórskim";"p";"240000";;"247100,240700,240900,247800,161100,246600,240500,240100,246200";12;265
"241400";"Powiat bieruńsko-lędziński";"powiatu bieruńsko-lędzińskiego";"powiecie bieruńsko-lędzińskim";"p";"240000";;"241000,247000,121300,247700,246800,246900";12;266
"241500";"Powiat wodzisławski";"powiatu wodzisławskiego";"powiecie wodzisławskim";"p";"240000";;"241100,241200,247300,246700";12;267
"241600";"Powiat zawierciański";"powiatu zawierciańskiego";"powiecie zawierciańskim";"p";"240000";;"120800,240900,121200,261300,240400,246500,260200,240100";12;268
"241700";"Powiat żywiecki";"powiatu żywieckiego";"powiecie żywieckim";"p";"240000";;"121800,121500,240200,240300";12;269
"246100";"Bielsko-Biała";"Bielsko-Białej";"Bielsko-Białej";"p";"240000";;"240200,240300";12;270
"246200";"Bytom";"Bytomia";"Bytomiu";"p";"240000";;"247100,247200,247800,247600,241300,246300";12;271
"246300";"Chorzów";"Chorzowa";"Chorzowie";"p";"240000";;"247100,247200,247400,247600,246900,246200";12;272
